year,assists,goals,hockeyAssists,completions,throwAttempts,throwaways,stalls,callahansThrown,yardsReceived,yardsThrown,hucksAttempted,hucksCompleted,catches,drops,blocks,callahans,pulls,obPulls,recordedPulls,recordedPullsHangtime,oPointsPlayed,oPointsScored,dPointsPlayed,dPointsScored,secondsPlayed,oOpportunities,oOpportunityScores,dOpportunities,dOpportunityStops,firstName,lastName,id,team
2022,6,4,6,72,77,4,0,0,31,648,9,6,55,1,4,1,25,1,23,145254,7,6,111,36,7223,69,41,136,66,David,Shields,dshields,breeze
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allan,Laviolette,alaviolet,flyers
2016,28,23,22,269,291,16,2,0,0,0,0,0,246,4,12,0,0,0,0,0,120,77,161,70,15876,305,145,308,194,Alan,Kolick,akolick,breeze
2019,3,0,4,30,34,3,0,0,0,0,0,0,24,1,3,0,26,2,21,96166,16,8,44,9,2953,38,17,66,27,Jesse,Bolton,jbolton,cascades
2015,3,5,4,48,52,3,1,0,0,0,0,0,58,1,6,0,0,0,0,0,8,3,129,37,7366,101,40,186,96,Anders,Olsen,aolsen,hustle
2018,5,5,5,60,65,5,0,0,0,0,0,0,49,0,3,0,13,0,13,69560,16,8,66,25,4642,71,33,102,56,David,Shields,dshields,breeze
2015,0,2,1,6,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,9,3,19,2,1667,27,5,38,20,Alec,Arsenault,aarsenaul1,outlaws
2016,9,28,13,98,117,15,0,0,0,0,0,0,146,4,6,0,0,0,0,0,92,56,153,36,13422,234,91,279,148,Anders,Olsen,aolsen,hustle
2018,8,14,5,58,65,7,0,0,0,0,0,0,71,2,16,0,2,0,0,0,46,28,160,45,11350,192,73,262,150,André,Arsenault,aarsenaul,royal
2022,4,7,5,77,82,4,0,0,467,645,2,2,71,0,0,0,0,0,0,0,46,27,31,8,4264,75,35,71,32,Alexander,Belfiore,abelfiore,cascades
2021,0,0,0,1,1,0,0,0,20,5,0,0,1,1,0,0,0,0,0,0,0,0,11,0,581,7,0,17,8,Tim,Predmore,tpredmore,aviators
2021,0,0,0,1,1,0,0,0,20,5,0,0,1,1,0,0,0,0,0,0,0,0,11,0,581,7,0,17,8,Tim,Predmore,tpredmore,aviators
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kolbe,Bauer,kbauer,sol
2017,3,2,3,23,27,4,0,0,0,0,0,0,29,0,10,0,55,2,7,32567,11,6,121,30,7877,115,36,196,107,Joseph,Genest,jgenest,royal
2022,0,4,0,8,8,0,0,0,145,15,0,0,12,1,1,0,0,0,0,0,12,3,40,7,3363,33,10,63,24,Anish,Indhupuru,aindhupur,cannons
2016,11,20,11,65,75,7,0,0,0,0,0,0,92,6,9,0,1,0,1,1832,88,39,135,36,12513,226,75,272,150,André,Arsenault,aarsenaul,royal
2019,20,9,24,323,334,9,0,0,0,0,0,0,270,1,5,0,0,0,0,0,163,110,9,4,9951,203,114,93,50,Henry,Phan,hphan,cascades
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack,Verzuh,jverzuh,cascades
2021,11,10,14,113,124,9,0,0,1156,892,6,5,134,1,1,0,0,0,0,0,85,61,7,1,6124,111,62,56,36,Tannor,Johnson,tjohnson1,glory
2022,7,33,5,51,56,4,0,0,1354,213,3,2,88,3,1,0,0,0,0,0,145,107,6,0,9155,176,106,72,42,Joe,Richards,jrichards,breeze
2021,45,28,14,217,239,19,0,0,2716,2131,34,23,262,3,2,0,2,0,2,13066,269,208,16,2,17817,326,210,129,82,Allan,Laviolette,alaviolet,flyers
2022,22,36,27,218,231,8,0,0,3203,1658,11,8,262,4,13,0,0,0,0,0,249,172,24,3,17484,328,174,170,90,Alec,Arsenault,aarsenaul1,allstars1
2022,22,36,27,218,231,8,0,0,3203,1658,11,8,262,4,13,0,0,0,0,0,249,172,24,3,17484,328,174,170,90,Alec,Arsenault,aarsenaul1,outlaws
2022,1,3,0,5,6,1,0,0,152,98,0,0,8,0,1,0,0,0,0,0,18,13,6,1,1551,23,14,14,6,Nate,August,naugust,glory
2016,5,0,0,12,15,2,0,0,0,0,0,0,5,0,7,0,16,0,16,85470,6,4,52,16,3577,50,20,79,47,Jesse,Bolton,jbolton,cascades
2019,18,29,9,163,178,14,0,0,0,0,0,0,195,1,3,0,0,0,0,0,178,121,15,5,10585,222,126,104,55,Brad,Houser,bhouser,cascades
2016,13,19,14,112,126,7,1,0,0,0,0,0,138,0,9,0,10,1,7,38907,152,103,43,14,11572,250,117,162,103,Matthew,Rehder,mrehder,cascades
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Isaac,Woldemariam,iwoldemar,cascades
2022,0,2,0,2,2,0,0,0,44,-10,0,0,4,0,1,0,0,0,0,0,4,1,54,7,3187,22,8,67,25,Jacob,Yant,jyant,mechanix
2019,17,27,15,131,148,15,0,0,0,0,0,0,165,2,17,0,39,4,35,239574,145,104,77,28,13018,227,132,160,95,Matthew,Rehder,mrehder,union
2014,36,9,30,363,410,40,0,0,0,0,0,0,299,1,10,0,31,6,24,129601,190,134,82,41,16570,368,173,267,188,Eli,Janin,,
2021,4,1,3,38,41,3,0,0,16,417,4,4,29,0,1,0,11,0,0,0,7,6,72,17,5808,45,23,93,40,Vincent,Gamache,vgamache,royal
2022,8,13,8,88,93,5,0,0,850,439,5,3,99,1,2,0,1,0,1,6588,107,62,19,3,7554,140,65,91,39,Anders,Olsen,aolsen,glory
2017,8,15,9,81,89,6,0,0,0,0,0,0,95,0,13,0,0,0,0,0,47,29,145,50,11587,209,79,268,167,Nathan,Dandurand,ndanduran,royal
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabriel,Hernandez,ghernande,legion
2021,0,0,0,1,2,0,0,0,22,-13,0,0,2,0,1,0,6,0,6,29604,4,0,16,3,1335,12,3,25,8,Michael,Ntende,mntende,mechanix
2021,9,22,10,98,108,10,1,0,1706,649,1,1,128,8,6,0,0,0,0,0,137,99,5,1,9029,180,100,81,50,Alec,Arsenault,aarsenaul1,outlaws
2022,0,0,0,2,3,1,0,0,24,11,0,0,2,0,1,0,0,0,0,0,0,0,27,6,1735,16,6,37,17,Gabe,Webster,gwebster,breeze
2022,0,1,0,1,3,2,0,0,21,9,0,0,4,0,1,0,0,0,0,0,0,0,24,5,1418,14,5,33,14,Thomas,Maguire,tmaguire,sol
2015,0,4,0,7,8,1,0,0,0,0,0,0,12,0,3,0,0,0,0,0,3,1,42,12,2967,38,13,67,37,Nathan,Dandurand,ndanduran,royal
2016,2,1,0,8,9,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,3,28,4,2073,34,7,55,25,Alec,Mathena,amathena,revolution
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corey,Bennett,cbennett,cannons
2019,4,13,6,40,45,5,0,0,0,0,0,0,57,1,14,0,0,0,0,0,56,18,135,30,11886,165,48,225,109,André,Arsenault,aarsenaul,royal
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris,Casella,ccasella,sol
2022,2,0,2,22,28,4,0,0,72,213,2,1,21,0,3,0,0,0,0,0,14,12,43,9,4621,42,21,64,31,Andrew,Lord,alord,legion
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jake,Turcotte,jturcotte,rush
2022,0,0,0,1,1,0,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,14,3,1063,12,3,23,13,Nico,Binuya,nbinuya,cascades
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mario,Rodriguez,mrodrigue,cannons
2017,0,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,32,5,1099,10,5,36,13,Ashton,Lewis,alewis,legion
2021,0,2,0,20,22,1,0,0,44,47,0,0,22,0,0,0,0,0,0,0,17,11,3,0,1644,22,11,14,5,Davis,Whitehead,dwhitehea,glory
2022,0,0,0,1,1,0,0,0,6,14,0,0,1,2,0,0,0,0,0,0,0,0,9,1,1049,10,1,18,10,André,Arsenault,aarsenaul,royal
2021,22,6,16,190,203,12,0,0,809,1927,21,18,161,0,5,0,6,0,6,43719,97,79,7,3,6594,127,82,52,35,Nick,Boucher,nboucher,outlaws
2016,14,37,10,104,129,20,0,0,0,0,0,0,158,4,4,0,3,1,1,6156,259,126,30,11,17420,411,136,295,168,Ken,Wells,kwells,phoenix
2019,13,12,21,377,386,9,0,0,172,568,0,0,311,3,1,0,0,0,0,0,211,146,33,10,15717,277,155,146,73,Henry,Furuta,hfuruta,legion
2015,11,12,7,125,144,15,0,1,0,0,0,0,103,3,5,0,26,0,24,138687,82,32,162,31,12867,197,63,286,123,Evan,Howey,ehowey,express
2016,4,10,5,55,60,4,0,0,0,0,0,0,62,4,15,0,24,0,22,141668,14,2,191,61,12043,161,63,278,151,Josh,Hartzog,jhartzog,flyers
2021,5,27,1,56,63,6,0,0,1310,237,2,2,90,3,4,0,0,0,0,0,133,87,18,3,9507,174,90,99,53,Jonathan,Edwards,jedwards,rush
2016,12,3,7,125,142,13,0,0,0,0,0,0,94,2,7,0,135,4,128,939950,41,19,209,80,14393,240,99,335,201,Jaret,Meron,jmeron,rush
2017,8,6,10,52,56,3,0,0,0,0,0,0,60,0,5,0,0,0,0,0,32,17,124,45,8442,133,62,189,104,Geoff,Powell,gpowell,rush
2014,4,10,12,163,177,14,0,0,0,0,0,0,149,3,5,0,5,1,4,25218,45,28,142,70,10716,190,98,228,153,Jaret,Meron,,
2019,6,4,9,77,84,7,0,0,0,0,0,0,79,1,1,0,0,0,0,0,84,63,10,5,7306,143,68,79,60,Greg,Mohler,gmohler,phoenix
2021,0,1,0,3,5,1,0,0,83,4,0,0,6,0,0,0,0,0,0,0,0,0,23,2,1159,13,2,34,15,Remi,Ojo,rojo,rush
2019,18,12,9,124,136,10,0,0,0,0,0,0,135,3,9,0,4,2,2,13820,70,36,198,57,16604,228,92,319,164,Iain,Mackenzie,imackenzi,rush
2015,10,3,7,47,58,9,0,0,0,0,0,0,56,1,9,0,76,1,19,130871,31,20,132,37,7754,141,57,209,115,Nick,Boucher,nboucher,outlaws
2022,2,3,0,12,12,0,0,0,232,-2,0,0,16,0,1,0,0,0,0,0,13,11,67,10,4705,35,21,81,31,Jared,Canfield,jcanfield,rush
2019,3,8,3,27,29,2,1,0,103,5,0,0,36,2,7,0,1,0,1,4000,20,8,122,36,9200,121,44,195,104,Zach,Marbach,zmarbach,legion
2018,8,13,18,117,126,8,0,0,0,0,0,0,129,7,17,0,7,0,7,38470,93,41,182,47,15490,270,88,341,193,Paul,Renaud,prenaud,outlaws
2018,11,9,7,126,138,10,0,0,0,0,0,0,131,2,9,0,6,0,6,40780,107,65,34,9,8058,177,73,132,79,Mark,Fedorenko,mfedorenk,thunderbirds
2018,38,25,26,227,250,19,1,0,0,0,0,0,269,5,7,0,0,0,0,0,227,166,34,20,15061,368,185,199,148,Andrew,Carroll,acarroll,rush
2017,5,7,0,14,16,2,0,0,0,0,0,0,23,0,2,0,0,0,0,0,10,3,66,31,4494,76,34,106,67,Remi,Ojo,rojo,rush
2019,13,9,10,106,117,9,0,0,0,0,0,0,114,2,15,0,5,0,4,21055,64,32,178,51,14609,206,82,289,146,Jacky,Hau,jhau,rush
2016,1,3,5,40,44,3,0,0,0,0,0,0,38,0,6,0,3,0,3,16057,10,6,125,34,7244,106,40,189,98,Chris,Ginet,cginet,alleycats
2019,7,25,8,83,88,5,0,0,0,0,0,0,107,2,4,0,0,0,0,0,138,102,47,17,11589,226,119,143,98,Geoff,Powell,gpowell,rush
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryan,Tirner,rtirner,glory
2015,47,48,34,292,324,24,0,0,0,0,0,0,344,9,15,0,30,1,27,140121,268,198,94,42,20815,473,240,300,214,Cameron,Harris,charris,rush
2016,11,13,4,68,75,5,0,0,0,0,0,0,85,3,8,0,7,0,7,39128,35,19,176,73,11687,196,92,265,167,Greg,Ellis,gellis,rush
2017,20,2,6,124,142,16,0,0,0,0,0,0,96,0,1,0,73,6,51,323008,14,7,149,45,8968,132,52,223,119,Tristan,Green,tgreen,flyers
2022,0,2,0,5,7,0,1,0,157,24,0,0,10,0,0,0,0,0,0,0,3,2,14,2,1404,13,4,22,11,Andrew,Ouchterlony,aouchterl,outlaws
2017,25,48,29,223,248,19,2,0,0,0,0,0,290,6,9,0,1,1,0,0,236,162,55,31,15856,370,193,223,144,Andrew,Carroll,acarroll,rush
2015,3,4,3,17,19,2,0,0,0,0,0,0,19,2,8,0,0,0,0,0,19,5,88,25,6279,90,30,136,72,Paul,Renaud,prenaud,outlaws
2021,1,0,1,20,25,3,0,0,17,158,2,1,20,1,1,0,0,0,0,0,8,3,88,23,6664,56,26,118,51,Bryan,Yue,byue,rush
2019,4,3,15,108,114,3,0,0,0,0,0,0,105,2,1,0,0,0,0,0,37,16,160,51,12771,164,67,250,134,Patrick,McMullen,pmcmullen,thunderbirds
2021,33,11,14,217,243,24,1,0,1925,2077,26,17,225,2,3,0,27,2,25,167390,158,99,71,14,14937,234,113,188,98,Mike,Arcata,marcata,phoenix
2019,0,0,0,27,30,2,0,0,0,0,0,0,27,1,3,0,4,1,3,13519,1,0,71,13,4044,51,13,105,52,Bryan,Yue,byue,rush
2021,6,6,5,48,53,5,1,0,446,284,2,1,56,0,9,0,27,3,6,20462,16,11,124,38,9192,94,49,167,86,Jacky,Hau,jhau,rush
2017,51,42,37,308,347,33,0,0,0,0,0,0,351,8,14,0,12,0,11,73941,308,209,70,34,21179,486,243,295,195,Cameron,Harris,charris,rush
2018,8,21,15,93,104,9,0,0,0,0,0,0,114,3,18,0,6,1,5,32137,39,22,237,93,17553,267,115,374,230,Iain,Mackenzie,imackenzi,rush
2018,12,3,13,155,168,10,0,1,0,0,0,0,109,2,8,0,106,8,25,159127,28,17,191,60,12568,174,77,280,149,Matt,Theologidy,mtheologi,aviators
2017,0,3,1,44,49,4,0,0,0,0,0,0,41,4,0,0,0,0,0,0,18,10,53,16,3323,65,26,88,48,Greg,Ellis,gellis,rush
2017,2,5,1,18,20,1,0,0,0,0,0,0,23,2,4,0,0,0,0,0,7,0,75,23,4529,67,23,114,62,Jonathan,Edwards,jedwards,rush
2019,6,5,8,64,70,4,0,0,0,0,0,0,70,3,4,0,0,0,0,0,100,57,57,13,9653,202,69,172,110,Andrew,Ouchterlony,aouchterl,outlaws
2021,18,16,13,142,153,9,1,0,1814,1079,7,5,162,5,0,0,0,0,0,0,148,102,0,0,9576,187,102,81,46,Andrew,Carroll,acarroll,rush
2022,0,0,2,18,24,4,0,0,93,83,3,0,22,0,4,0,34,7,0,0,6,3,125,21,8575,61,24,159,60,Thomas,Stanton,tstanton1,outlaws
2021,0,2,0,4,5,1,0,0,70,7,1,0,6,0,1,0,0,0,0,0,1,0,44,12,3116,27,12,59,27,Eli,Mock,emock,alleycats
2019,15,15,16,201,210,6,0,0,0,0,0,0,217,4,9,0,5,2,3,20063,162,127,40,10,12735,241,137,135,96,Mark,Fedorenko,mfedorenk,thunderbirds
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luis,Paz,lpaz,cannons
2018,1,2,0,6,6,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,2,1,23,9,976,20,10,33,19,David,Colic,dcolic,outlaws
2015,17,17,5,73,84,11,0,0,0,0,0,0,85,1,10,0,31,3,9,44313,31,17,163,55,10615,166,72,255,138,Mike,Lee,mlee,outlaws
2013,15,20,0,204,227,22,1,0,0,0,0,0,178,4,29,0,144,27,0,0,69,35,163,44,0,0,0,0,0,Mark,Fedorenko,,
2022,1,0,0,8,9,1,0,0,83,62,1,0,11,2,4,0,0,0,0,0,1,1,62,14,4078,28,15,72,30,Ben,Simmonds,bsimmonds,outlaws
2021,0,0,0,1,1,0,0,0,38,-7,0,0,1,0,2,0,0,0,0,0,2,0,55,15,3960,35,15,74,40,Samuel,Bisson,sbisson,royal
2016,4,5,3,29,34,5,0,0,0,0,0,0,39,0,0,0,0,0,0,0,37,27,6,1,2986,61,28,38,24,Nasser,M'Bae Vogel,nmbaevoge,royal
2017,28,12,11,216,236,18,1,0,0,0,0,0,188,0,0,0,0,0,0,0,130,93,11,7,7584,182,100,85,53,Dylan,Tunnell,dtunnell,hustle
2017,10,10,11,73,77,3,0,0,0,0,0,0,76,2,17,0,12,0,12,69314,23,10,202,65,12282,174,75,289,153,Iain,Mackenzie,imackenzi,rush
2019,13,9,24,211,228,11,0,0,0,0,0,0,205,3,12,0,57,6,48,296296,91,58,123,43,13960,210,100,220,135,Isaiah,Masek-Kelly,imasekkel,rush
2015,4,8,2,47,48,1,0,0,0,0,0,0,54,3,5,0,1,1,0,0,11,6,150,63,8807,150,69,224,142,Bryan,Yue,byue,rush
2017,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,5,710,6,5,26,6,Bryan,Yue,byue,rush
2019,3,5,6,91,100,9,0,0,0,0,0,0,89,3,2,0,1,0,1,5235,24,17,88,26,7126,103,43,147,81,Jason,Lam,jlam,rush
2013,11,31,0,160,169,9,0,0,0,0,0,0,191,6,17,0,1,0,0,0,86,64,136,60,0,0,0,0,0,Geoff,Powell,,
2017,4,3,7,99,102,3,1,0,0,0,0,0,75,1,1,0,0,0,0,0,70,62,10,4,4025,97,65,42,29,Kiron,Allen,kallen,flyers
2022,0,3,0,8,11,2,0,0,48,50,1,0,15,0,3,0,0,0,0,0,1,1,111,19,7015,55,20,144,56,Kyle,Cantal,kcantal,outlaws
2019,34,33,18,190,213,22,0,0,0,0,0,0,215,3,4,0,0,0,0,0,213,154,31,14,15173,317,167,171,121,Nathan,Hirst,nhirst,rush
2017,5,7,5,32,34,2,0,0,0,0,0,0,37,3,3,0,1,0,1,4466,41,25,72,21,5261,97,46,121,60,Ken,Wells,kwells,phoenix
2016,16,15,15,109,117,7,0,0,0,0,0,0,126,0,11,0,0,0,0,0,48,31,196,75,14341,249,106,326,206,Andrew,Carroll,acarroll,rush
2019,8,1,4,92,101,8,0,0,0,0,0,0,70,0,1,0,0,0,0,0,53,36,9,6,4707,94,42,58,44,Connor,Boyle,cboyle,phoenix
2016,23,34,29,262,293,24,0,0,0,0,0,0,312,9,14,0,11,0,10,47307,251,176,63,28,17726,412,204,248,172,Isaiah,Masek-Kelly,imasekkel,rush
2019,1,7,1,9,9,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,26,12,46,6,3599,52,18,73,31,Matthew,Ballman,mballman,phoenix
2019,1,3,1,11,12,1,0,0,0,0,0,0,12,1,1,0,1,0,1,3549,19,14,9,6,2100,43,20,29,25,Sean,Treacy,streacy,radicals
2019,0,2,3,24,29,3,0,0,0,0,0,0,32,1,4,0,0,0,0,0,16,4,115,22,8879,101,25,182,90,Kyle,Cantal,kcantal,outlaws
2015,19,19,24,148,160,11,0,0,0,0,0,0,168,3,20,0,8,0,6,36757,60,42,270,119,18629,324,161,418,272,Andrew,Carroll,acarroll,rush
2019,2,4,0,5,6,1,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,36,18,2189,33,18,51,33,Brett,Robinson,brobinson1,radicals
2021,5,17,7,47,53,6,0,0,1387,347,2,2,67,1,5,0,0,0,0,0,117,84,3,1,8187,159,85,74,45,David,Colic,dcolic,outlaws
2021,1,0,0,8,9,1,0,0,14,96,2,1,7,0,0,0,0,0,0,0,0,0,14,7,759,11,7,18,13,Bailey,LaBerteaux,blabertea,flyers
2022,2,0,4,15,15,0,0,0,-14,155,1,1,9,0,1,0,0,0,0,0,1,1,16,8,1005,18,9,24,18,Jay,Kinzel,jkinzel,shred
2021,0,1,1,9,10,1,0,0,75,-19,0,0,11,0,2,0,0,0,0,0,10,5,36,10,3339,34,15,54,26,Zach,Marbach,zmarbach,legion
2016,4,7,4,23,29,6,0,0,0,0,0,0,34,3,8,0,0,0,0,0,9,4,116,44,6713,115,47,177,109,Remi,Ojo,rojo,rush
2021,0,0,2,19,23,4,0,0,-50,168,0,0,15,0,2,0,3,0,1,3473,1,1,18,9,1584,22,10,29,23,Isaiah,Masek-Kelly,imasekkel,rush
2021,1,3,2,18,20,2,0,0,171,38,0,0,19,1,3,0,0,0,0,0,8,5,35,17,2905,41,22,53,36,Geoff,Powell,gpowell,rush
2022,0,1,0,9,10,0,0,0,122,55,0,0,11,0,1,0,0,0,0,0,2,2,62,9,4101,26,11,75,25,Samuel,Dupont-Gratton,sdupontgr,outlaws
2021,0,3,2,11,13,1,0,0,107,82,1,1,14,1,1,0,0,0,0,0,2,2,29,16,2062,30,18,39,28,Sean,Treacy,streacy,radicals
2019,4,1,3,75,87,9,0,0,0,0,0,0,62,2,10,0,28,2,25,160985,41,7,137,25,10954,144,32,239,109,Carson,Turner,cturner,outlaws
2015,21,24,11,150,164,9,2,0,0,0,0,0,151,2,17,0,83,1,81,434777,39,24,249,84,15868,242,108,365,210,Mark,Fedorenko,mfedorenk,thunderbirds
2021,0,0,0,2,2,0,0,0,8,9,0,0,2,0,0,0,0,0,0,0,0,0,14,2,1055,13,2,25,14,Robby,Odum,rodum,aviators
2017,22,23,22,160,180,16,0,0,0,0,0,0,199,5,11,0,0,0,0,0,181,119,21,8,12920,301,127,187,124,Nasser,M'Bae Vogel,nmbaevoge,royal
2018,6,16,7,52,54,2,0,0,0,0,0,0,63,3,11,0,0,0,0,0,24,10,157,55,11405,164,64,247,144,Marijo,Zlatic,mzlatic,rush
2013,33,36,0,142,157,15,0,0,0,0,0,0,176,8,18,0,8,1,0,0,97,75,78,54,0,0,0,0,0,Isaiah,Masek-Kelly,,
2019,1,2,6,59,61,2,0,0,0,0,0,0,43,0,2,0,39,2,12,70066,19,9,99,27,6987,76,36,134,59,Matt,Theologidy,mtheologi,aviators
2022,2,0,0,6,10,4,0,0,115,47,0,0,10,1,1,0,0,0,0,0,9,2,58,8,4344,39,10,84,32,Khirode,Robertson,krobertso,outlaws
2015,0,8,1,17,17,0,0,0,0,0,0,0,26,0,2,0,10,0,10,54565,26,10,91,15,5516,103,25,159,80,Kyle,Romard,kromard,revolution
2021,0,0,0,3,6,3,0,0,21,25,1,0,6,0,2,0,1,0,1,4689,2,1,45,5,3097,28,6,64,27,Thomas,Stanton,tstanton1,outlaws
2017,10,5,12,71,83,10,0,0,0,0,0,0,86,0,8,0,7,0,7,47429,33,17,206,67,13283,197,84,301,170,Jacky,Hau,jhau,rush
2018,3,0,11,79,89,7,0,0,0,0,0,0,46,3,3,0,11,1,10,54633,4,2,123,37,6400,96,39,178,97,Michael,Ames,mames,alleycats
2021,7,2,12,92,98,5,0,0,476,1023,9,8,83,2,0,0,0,0,0,0,87,60,3,1,5742,114,61,52,32,Thomson,McKnight,tmcknight,rush
2018,5,1,9,92,107,12,0,0,0,0,0,0,43,0,8,0,148,14,132,855217,10,3,160,61,10177,154,64,239,146,Jaret,Meron,jmeron,rush
2021,13,7,17,213,233,18,1,0,647,1893,13,10,172,2,3,0,3,0,3,15577,153,100,12,2,10888,209,102,114,64,Greg,Ellis,gellis,outlaws
2021,7,7,5,44,57,12,0,0,700,552,9,5,61,2,3,0,0,0,0,0,70,38,65,15,8828,129,53,141,71,Owen,Watt,owatt,thunderbirds
2021,2,2,6,75,80,2,0,0,110,463,1,0,69,2,0,0,0,0,0,0,25,17,94,15,8254,79,32,140,61,Patrick,McMullen,pmcmullen,thunderbirds
2021,37,16,15,207,227,15,0,0,1977,2674,29,24,212,1,6,0,8,1,3,7690,204,139,18,5,13561,263,144,130,76,Cameron,Harris,charris,rush
2017,8,10,13,59,67,7,0,0,0,0,0,0,75,0,1,0,57,3,47,304787,15,6,206,70,11698,155,76,273,141,Josh,Hartzog,jhartzog,flyers
2021,2,1,0,8,10,2,0,0,63,125,2,2,10,0,0,0,2,1,1,6432,13,8,23,4,2230,26,12,36,15,Erik,Hunter,ehunter,outlaws
2018,4,8,6,33,35,2,0,0,0,0,0,0,43,1,0,0,0,0,0,0,53,32,20,6,3635,73,38,54,21,Mike,Lee,mlee,outlaws
2021,24,17,32,313,330,13,3,0,1311,2668,12,11,268,4,2,0,1,1,0,0,209,141,2,0,12561,262,141,116,67,Nathan,Hirst,nhirst,rush
2013,28,11,0,301,316,13,2,0,0,0,0,0,233,0,5,0,7,4,0,0,210,151,34,13,0,0,0,0,0,Michael,Ames,,
2017,6,19,12,120,131,9,0,0,0,0,0,0,124,4,6,0,0,0,0,0,55,26,195,63,13215,206,89,299,155,Jason,Huynh,jhuynh,rush
2019,16,13,10,103,117,14,0,0,0,0,0,0,127,1,8,0,9,2,7,48116,85,48,137,45,14157,208,93,243,138,Owen,Watt,owatt,thunderbirds
2018,8,8,11,100,113,9,0,0,0,0,0,0,118,0,7,0,0,0,0,0,188,113,36,15,11894,282,128,172,105,Andrew,Ouchterlony,aouchterl,outlaws
2019,1,0,1,13,14,1,0,0,0,0,0,0,14,0,3,0,0,0,0,0,8,5,38,9,2424,40,14,63,32,Bryan,Kuo,bkuo,rush
2018,5,6,2,40,46,6,0,1,0,0,0,0,50,3,4,0,14,0,13,79040,36,22,66,20,6732,101,40,118,69,Joey,Cretella,jcretella,flyers
2019,41,23,22,432,477,32,1,0,0,0,0,0,367,5,9,0,12,1,11,80707,234,148,55,24,19227,386,172,251,166,Nick,Boucher,nboucher,outlaws
2015,6,10,6,44,52,7,0,0,0,0,0,0,61,6,25,0,0,0,0,0,9,4,165,69,9842,160,73,247,154,Remi,Ojo,rojo,rush
2021,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,29,2,1144,7,2,34,9,Nick,Nagel,nnagel,thunderbirds
2022,9,5,3,53,65,10,0,0,381,505,4,4,65,0,4,0,29,0,29,179849,34,24,56,11,5781,70,35,90,39,Mike,Arcata,marcata,phoenix
2019,0,2,4,14,14,0,0,0,0,0,0,0,11,1,2,0,7,0,4,16080,4,1,44,12,2028,25,12,56,23,John,Buss,jbuss,thunderbirds
2016,7,16,7,52,56,2,0,0,0,0,0,0,71,3,5,0,0,0,0,0,24,16,113,45,7641,139,60,183,119,Geoff,Powell,gpowell,rush
2021,0,1,3,14,15,1,0,0,279,42,0,0,16,3,0,0,0,0,0,0,28,16,9,0,2449,43,16,36,18,Jacob,Dummeldinger,jdummeldi,cannons
2016,24,17,28,265,279,12,1,0,0,0,0,0,222,2,14,0,0,0,0,0,210,154,31,17,13454,330,171,181,125,Nathan,Hirst,nhirst,rush
2019,2,0,0,4,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,13,5,750,10,5,17,11,Jonathan,Costello,jcostello,legion
2018,6,0,7,129,141,10,0,0,0,0,0,0,91,1,3,0,67,8,53,302137,53,25,108,10,10128,135,35,206,85,John,Buss,jbuss,thunderbirds
2018,0,0,1,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,2,306,5,2,14,5,Ryan,Wallace,rwallace,outlaws
2022,2,2,3,16,19,3,0,0,191,102,2,1,19,1,0,0,0,0,0,0,23,14,29,11,3519,54,25,58,35,Ryan,Turner,rturner,glory
